627UMDQK,C90AFQI346,2015-08-25,2015-08-27,Second Class,0LVWBI,405-1152015-7333945,601.44,2592,11,15%,1990.56
659QRBT5,5G3I0VE23X,2018-10-19,2018-10-23,Second Class,IKD7HC,404-7774085-3780319,442.08,7556,19,12%,7113.92
65SF1B43,YJZ4XKDGOL,2017-04-15,2017-04-21,Standard Class,BRA7F2,408-2593644-6317933,71.52,193,6,24%,121.48
65ZUS854,EIWRY7AKP8,2017-07-25,2017-07-31,Standard Class,SV97X9,404-4084311-5014713,1039.5,1847,18,24%,807.5
66H9051K,C9NC0RMW10,2015-12-19,2015-12-25,Standard Class,S7G2UR,405-7398388-2654744,72.18,3878,8,12%,3805.82
69KZSD9L,PGHVZFVZKG,2015-11-19,2015-11-24,Second Class,BAXR5T,408-7310428-6047538,2249.25,1298,12,19%,-951.25
6DBRFI9V,E0VD4DEBKE,2017-09-08,2017-09-10,Second Class,6FIK62,9cc9179f-835a-46c4-8af2-4c7e3a826797,539.28,1771,6,18%,1231.72
6E8DGL6Q,B54I7N15AR,2017-04-25,2017-04-29,Second Class,C3A0LB,171-1425554-3718756,73.44,7834,12,48%,7760.56
6EGOAMNZ,HXLZ2DSR8Z,2016-12-03,2016-12-07,Standard Class,QJZO9T,406-9632792-8869139,44.4,4199,9,12%,4154.6
6FG3LPJH,LOTTUE26EM,2015-07-05,2015-07-08,First Class,KGIUI3,171-2754000-1881907,219.3,2122,4,31%,1902.7
6H5DX7FY,R0MDGCXX21,2015-12-26,2015-12-28,First Class,HN9027,408-6428766-2839536,3455.28,537,5,27%,-2918.28
6HI1W63K,JL55RMKG34,2016-11-20,2016-11-25,Standard Class,JX8R36,171-9312177-9903551,2790.72,1982,14,37%,-808.72
6IF9IT12,7E7FKCDCZ6,2018-11-28,2018-12-02,Standard Class,TGJ5I7,408-8489677-5577933,7747.32,5827,7,44%,-1920.32
6JEZW0AE,W48PY5NZ76,2018-12-01,2018-12-05,Standard Class,Y0IPT6,406-0002738-2742749,1583.76,2791,4,48%,1207.24
6JOIC1DV,ED2SQQVOME,2017-09-26,2017-10-01,Standard Class,1D6BIM,171-5065107-7793119,133.92,4802,4,35%,4668.08
6K7JDNP4,E3SZOZMA6K,2015-01-13,2015-01-15,Second Class,L5218Z,406-5206188-8892351,8588.7,5587,12,38%,-3001.7
6KFZGJUD,S5WT1IKPY1,2016-05-31,2016-06-02,First Class,XPSM5Z,402-8078642-8565124,1213.2,5372,3,49%,4158.8
6LBQ3NYQ,CX437OTCE1,2018-10-19,2018-10-23,Standard Class,AMY7EV,403-3109934-4911514,490.5,7095,4,27%,6604.5
6NQ46DAF,LG07OOZ6GF,2016-05-14,2016-05-17,First Class,X2TTBB,408-7275140-3593905,1465.44,216,6,50%,-1249.44
6OJ0WR64,XHSY276PJ9,2015-03-15,2015-03-19,Standard Class,DPUYF6,407-1521483-6236364,647.82,7526,13,24%,6878.18
6OMV2F3X,50QI2GGF9T,2017-11-03,2017-11-10,Standard Class,JB5G7E,405-4059216-4541150,408.6,1308,11,14%,899.4
6R2WIRS7,M9XL1YZEA3,2016-09-10,2016-09-14,Standard Class,HGQSUL,408-7154712-8009957,772.8,2920,8,22%,2147.2
6S4OT5FP,BPOWEGCZX7,2016-09-18,2016-09-22,Second Class,76OQAP,403-3410267-0750719,2410.8,8143,11,48%,5732.2
6STEJV9V,Y3Q85MXV4M,2018-01-22,2018-01-27,Standard Class,QFTPTY,405-5365766-8023559,44999.25,9137,18,33%,-35862.25
6UZSYKQQ,YN47XKPA7R,2015-08-27,2015-09-01,Second Class,4X8IUZ,405-0607769-0716360,340.8,2263,14,6%,1922.2
6V1XL6NY,3JLLF290X3,2018-04-21,2018-04-25,Second Class,U8PQSM,408-5011528-8276347,1458.96,1262,12,17%,-196.96
6VATUX7Z,JCFRXCTMJ0,2018-11-03,2018-11-07,Standard Class,DCKKDP,406-3702147-1800341,2097.9,7744,16,7%,5646.1
6XHFWTBI,WUWLSML8LM,2015-11-01,2015-11-07,Standard Class,EKNELI,171-6983189-6050757,647.64,7400,6,36%,6752.36
6XVQ7F62,QZBMTBHT2R,2015-11-09,2015-11-11,Second Class,N1KQLM,405-9000587-4386763,3339.99,8392,8,49%,5052.01
6YW1HXLH,5Z6A0P84BB,2015-09-13,2015-09-16,First Class,3SFQCF,404-3628070-0647500,233.28,8989,7,8%,8755.72
6ZM1SJS7,VB1RW1RZ0R,2017-12-18,2017-12-20,Second Class,IVA0TJ,405-3441326-1516368,14422.2,686,5,18%,-13736.2
6ZSMHYTP,5RP7XNM1KT,2017-06-12,2017-06-15,First Class,J9DXQR,407-8466904-3461908,462.6,4012,4,46%,3549.4
70OUXI73,G7SCN9RM0B,2018-12-01,2018-12-03,Second Class,5NY47N,171-7623384-8040337,3323.25,8452,18,46%,5128.75
71F04FTD,LQ5MJK6ER5,2017-12-10,2017-12-13,First Class,RNHOZ1,407-1515930-8661921,1208.7,6872,3,47%,5663.3
71MTVWLU,SIN7B45LA6,2017-08-26,2017-08-27,First Class,92EITO,404-9326488-7546742,153.45,1781,17,47%,1627.55
722GZXPN,6MJ6OZHFFF,2017-09-05,2017-09-07,Second Class,0IBH5Y,406-8665288-2025908,183.3,597,18,45%,413.7
73J391IK,UMT1EFU9NA,2017-06-10,2017-06-15,Standard Class,0P2PMW,406-1146171-5116306,20035.2,8956,11,28%,-11079.2
75CH16K6,YSYHDHQUAX,2018-09-16,2018-09-17,First Class,PBFS7B,402-6885004-6990731,132.3,3496,15,16%,3363.7
77QSXEMS,6CVXEXAUA6,2018-06-20,2018-06-27,Standard Class,2L7TC0,403-9835374-1565102,147.3,6713,19,5%,6565.7
77RP08EI,RLEYOTTHHY,2017-02-13,2017-02-18,Standard Class,WAH3J5,407-3305249-3442711,2202.3,726,10,44%,-1476.3
793P2RWT,OC7ELWAPQJ,2017-09-05,2017-09-07,Second Class,SDQN9Y,403-6363820-3080315,330.75,4615,18,22%,4284.25
7B9I3WZO,AWJCODSTJC,2017-04-15,2017-04-21,Standard Class,5KT34G,404-3622512-3887551,2843.82,927,12,29%,-1916.82
7BPUPXUB,0DF9Y51V66,2018-10-02,2018-10-06,Standard Class,4YAPCV,402-1600884-0332308,2366.1,5772,12,40%,3405.9
7BPXFGNT,0T033XWHNZ,2018-11-06,2018-11-10,Standard Class,4Q8827,408-1512444-4965152,86.7,7628,4,18%,7541.3
7E7GS3YU,36DZ3BO93D,2016-07-30,2016-07-31,First Class,SDR04Z,404-1607808-0769930,3148.95,4666,12,38%,1517.05
7EOWXMES,EZ6M6CY0FN,2017-04-01,2017-04-03,Second Class,URMPL2,407-3630361-4581152,2429.1,1662,12,18%,-767.1
7GGF9LOW,Y5KG9C2VCL,2016-03-02,2016-03-06,Standard Class,CTEGPF,014baf87-38bc-4c19-bb83-ed300229a531,11812.95,6095,16,19%,-5717.95
7M5JFKMS,XMOU4JPWM9,2017-08-30,2017-09-01,First Class,VQN1UG,408-5540360-9479519,1503.6,1128,15,34%,-375.6
7OST4E07,29OY6W4IT1,2015-07-12,2015-07-17,Standard Class,KFRLE5,171-2134173-5385136,115.68,3077,7,7%,2961.32
7RCRSZW1,1Z9QFO063V,2018-09-10,2018-09-15,Standard Class,Q91QYT,402-8210765-3935569,2207.52,2392,10,36%,184.48
7TUPO60J,TVV83AT1A2,2017-04-08,2017-04-13,Standard Class,43YWB1,402-3660716-8589107,255.6,8869,18,10%,8613.4
7VL0LKKM,G6RRGGRESP,2015-04-16,2015-04-20,Standard Class,SBMWUO,171-1758807-7455529,586.08,1831,15,39%,1244.92
7VQT1W59,F626CG9QUO,2017-12-05,2017-12-09,Standard Class,YQ43CL,407-4235449-1353916,5766.75,1028,3,11%,-4738.75
7WQCWE4Z,JNRUEBYCJW,2018-10-26,2018-11-02,Standard Class,6FWFX4,403-3763475-2237125,299.85,4564,1,28%,4264.15
7Y57PA3V,VSY4Y1NSUA,2017-09-17,2017-09-22,Standard Class,N8BRA6,408-2114413-6089906,97.2,5919,18,26%,5821.8
7YL4HIUX,12UA10J1UT,2016-08-31,2016-09-05,Standard Class,L6H7SJ,403-9724686-7777903,874.8,7435,8,20%,6560.2
80I7WZVO,HLIFAHCBUZ,2017-04-01,2017-04-08,Standard Class,5WHMY2,171-6153595-4758722,452.16,8906,9,43%,8453.84
812LK4AR,BO2SE4QPGL,2016-03-16,2016-03-22,Standard Class,GJMTC0,171-6816175-3049154,701.1,3786,4,7%,3084.9
829ZKSDI,0W84TGSOL1,2017-11-20,2017-11-24,Standard Class,D4L8UU,407-9863928-5979501,14173.95,307,19,10%,-13866.95
82DCO9LH,ZCI2FPDH39,2018-06-08,2018-06-10,Second Class,M4XD6Z,9fce3049-0071-42c8-b63d-c3afc641faa3,1275.84,4432,3,31%,3156.16
85L88O0Q,NJ4GGL4NL0,2016-11-13,2016-11-17,Standard Class,05K29H,406-5406738-7113145,1535.4,7022,13,13%,5486.6
87HPS42D,RVS6BCP3HI,2018-11-05,2018-11-12,Standard Class,OC562Y,402-4277204-2348328,35.82,8097,8,44%,8061.18
87KG0R79,MGTVK8RLDX,2017-08-29,2017-09-02,Standard Class,X5BFI7,402-7841951-1872363,26.82,5631,18,1%,5604.18
89SJMQHU,HQBEJO1RIJ,2018-12-01,2018-12-03,Second Class,92FTWQ,57a7a2f0-128f-4406-8b27-1a02fd7f3534,305.55,2898,1,19%,2592.45
89ZQ06FE,7XYCMIHAZC,2018-12-17,2018-12-21,Second Class,6UTNHJ,407-7173744-5333154,994.26,994,6,3%,-0.260000000000105
89ZRYUVL,6TEVRSQEEY,2018-03-04,2018-03-09,Standard Class,USH093,408-8501185-0578768,228.75,2647,19,43%,2418.25
8A8A0RHJ,86ONLRXGSG,2016-04-09,2016-04-14,Standard Class,JXOCY9,171-6687746-4020351,5548.68,5365,3,20%,-183.679999999999
8D09L2SJ,3APGIHB09V,2017-11-03,2017-11-10,Standard Class,OJW31S,171-6138639-1478731,1139.4,5394,7,35%,4254.6
8DIV8OAR,MBPO2VVF40,2016-09-01,2016-09-04,Second Class,EJJMQ6,407-9906412-0889129,71.28,8445,3,7%,8373.72
8DT7H3L2,RLA2VOP3WK,2016-05-14,2016-05-17,First Class,GQELNN,732e9c02-c8a9-4582-a727-daabb5b28f17,73.44,924,10,46%,850.56
8FJ8431K,NUED3DETDH,2016-01-17,2016-01-24,Standard Class,19GMKH,404-6096382-3389133,3821.16,5901,13,46%,2079.84
8FOKLIUC,HLFX55DZB0,2015-06-21,2015-06-23,Second Class,NCQZ9T,406-1694518-5618746,552.6,1124,12,27%,571.4
8G21U4CT,K7NG9CBVKM,2016-05-04,2016-05-09,Second Class,3M5CZ3,408-9255314-3102740,402,2207,16,40%,1805
8G25SZ63,L18K9MSW46,2018-08-21,2018-08-23,Second Class,C7WA2Y,407-0718034-7893108,12996,6962,19,40%,-6034
8GIG4W3L,OIYT68U936,2018-12-01,2018-12-07,Standard Class,6RC0DQ,171-1068229-1581965,238.8,3519,16,29%,3280.2
8H67Y1XR,7QLHGYWA5S,2016-08-24,2016-08-28,Standard Class,TRXBLE,405-0534257-8109938,40.86,220,2,23%,179.14
8H9GC9KR,9ULQLAZMM9,2015-06-21,2015-06-23,Second Class,TNHTB2,405-8314081-3929157,4272.3,6657,12,37%,2384.7
8HQ3Y31F,VUL9NQVQ6D,2018-06-09,2018-06-13,Standard Class,LH0XPO,408-9630926-2785104,545.28,7657,2,2%,7111.72
8IIGBGIX,J906DD41L5,2017-09-05,2017-09-07,Second Class,4N2LK9,408-3113070-0750756,1242,125,17,23%,-1117
8JISWPWT,ZOKNJQNXAZ,2017-09-11,2017-09-17,Standard Class,JDVCQX,402-2703790-2816329,50210.55,7804,15,39%,-42406.55
8LG09A72,N76BUXO12V,2018-12-23,2018-12-23,Same Day,KCZ9PS,404-1580706-8406729,202.2,313,12,30%,110.8
8LR2FPNE,68B9KMIBLF,2018-01-21,2018-01-25,Standard Class,SWK5UD,406-5700980-4110708,1495.44,1509,11,12%,13.5599999999999
8MF33Q4W,SK7KC7VM8D,2018-01-22,2018-01-27,Standard Class,YKP7MV,407-7312276-7007540,179.4,5727,8,23%,5547.6
8NFIBYQX,3L65PXXRXC,2016-09-03,2016-09-07,Standard Class,MXFQW2,407-0903946-2097158,545.04,8692,11,42%,8146.96
8NRQA2H0,FLN7AGZ2HG,2018-10-02,2018-10-06,Standard Class,8QEQEN,403-0131049-2132337,43.2,1420,9,30%,1376.8
8O861VP7,9128REOGEK,2016-10-03,2016-10-06,Second Class,Q0YL8Y,407-1684475-5197113,481.05,4478,11,46%,3996.95
8P0Q4BFO,1A4HFE9B8R,2017-06-20,2017-06-24,Standard Class,YXQ345,404-4599488-8213952,6715.44,6008,3,5%,-707.440000000001
8QUPKEIE,F9LG6MECEH,2018-03-08,2018-03-11,First Class,KL8FJW,406-9941718-1734719,9717.6,5544,3,8%,-4173.6
8SJPU1NN,3ZMCAFC53U,2016-03-28,2016-04-02,Standard Class,RAGC3F,408-5094125-1397968,2493.6,3899,13,23%,1405.4
8WUFN9VC,UIY1NIR7YR,2015-07-12,2015-07-17,Standard Class,IFL3JR,053c13cf-4325-41cd-b489-9a4500b7c188,10475.28,5591,19,29%,-4884.28
8Y1VZPM5,SI3KX3PJXI,2018-12-28,2019-01-02,Second Class,LJRMXA,407-5600921-2143569,10887.6,7694,1,5%,-3193.6
8ZDPMD93,BIBZMLF38Z,2018-07-21,2018-07-25,Standard Class,FREWZN,405-7523500-6097912,97.2,4073,9,30%,3975.8
93YTC15R,ZE15TYR3YW,2015-09-14,2015-09-19,Standard Class,7JFPM8,408-9628391-5712365,166.05,2857,11,49%,2690.95
94HVMLFH,SUWKJYLOCE,2017-04-14,2017-04-18,Standard Class,0L0BS7,403-8966287-7773106,5757,8292,12,27%,2535
9611XVBE,F87KZ5141U,2015-12-02,2015-12-04,First Class,57P4XB,402-5014156-9264316,13258.8,7474,13,24%,-5784.8
96S0QODP,7MOC10WL7P,2016-11-13,2016-11-17,Standard Class,S27MG1,404-1856281-9996319,3583.44,7304,17,31%,3720.56
97LQNV2L,AJUBLR52C4,2018-11-14,2018-11-19,Standard Class,VR446I,404-3252605-4011545,4823.52,2227,17,44%,-2596.52
99WDC4PQ,T71B5ZGUJM,2016-03-16,2016-03-22,Standard Class,EWI8ZA,405-5489495-6651552,125.1,8256,10,48%,8130.9
9CZLNZVC,1AMCYOKKBW,2017-12-11,2017-12-16,Second Class,T1K1AY,406-4276465-0364334,4740,6934,19,35%,2194
9E6ZXMKU,ZJGTSQUCYT,2015-06-01,2015-06-06,Second Class,XR4J2M,407-6146457-8788352,388.8,6350,16,40%,5961.2
9EMRTKF9,EYVNWZ7SZT,2015-03-21,2015-03-25,Standard Class,VDH3OH,404-6680046-0839536,90.72,5308,2,6%,5217.28
9H3POF6U,W5D9EDDIQW,2016-12-20,2016-12-24,Standard Class,Z11ZE5,402-3621298-2630741,1332,6938,9,11%,5606
9IB5VLPK,ER3GBT9P08,2017-11-19,2017-11-24,Standard Class,MNOZ8P,405-2872303-9941933,215.28,2952,16,46%,2736.72
9J4922Y9,I60MNKECZ8,2017-05-20,2017-05-25,Standard Class,KQCWHQ,408-8068196-8707526,231.36,8517,3,10%,8285.64
9K9XF3VM,OXN8MF1EPI,2015-01-10,2015-01-15,Standard Class,KPW9VC,404-6763777-8680366,43.35,7862,7,21%,7818.65
9MTE65MC,TP4U5VCKHX,2016-09-26,2016-10-02,Standard Class,06K8I0,171-5719664-5449151,2126.4,5359,19,6%,3232.6
9OHAMZCK,3PJRFYEOHS,2016-04-18,2016-04-22,Standard Class,RC2RLA,402-3628566-9688333,92.4,1741,5,20%,1648.6
9QSEKDBV,C617P1FXGK,2015-08-27,2015-09-01,Second Class,0AE0A8,402-4030358-5835511,128.4,7021,1,19%,6892.6
9S98DB21,FDGJB59PET,2018-09-03,2018-09-08,Second Class,Z3JCEQ,408-6235816-9261123,639.24,8878,1,27%,8238.76
9SF4XCJU,IC3JZ2AH9Y,2018-10-13,2018-10-17,Standard Class,S2UWOR,407-9494293-9423561,174.72,7134,9,48%,6959.28
9TNQAU9B,CO279I74Q7,2017-12-10,2017-12-13,First Class,P3OV8C,405-9144614-1601126,5428.8,5411,5,13%,-17.8000000000002
9U7IGBMQ,XSY9SNMMA2,2017-07-16,2017-07-22,Standard Class,R951EX,402-2720308-2560327,558.36,2221,1,35%,1662.64
9W1T74N9,83PKWB0KK6,2017-03-11,2017-03-13,First Class,BTFBD1,402-7595162-9129931,689.7,6272,17,42%,5582.3
9WMEDR8L,1XWS5BLV0S,2015-09-12,2015-09-17,Standard Class,VWBPSR,405-4991185-1773106,2502.6,3693,1,48%,1190.4
9XN4N04S,RUL76RTEW4,2015-05-21,2015-05-25,Standard Class,IOK0P6,404-6513417-3841113,9269.55,7463,2,48%,-1806.55
9YK8GXZ0,FAD4Y8GFF1,2016-05-29,2016-06-03,Standard Class,8W14F5,406-1981446-7471514,486,6191,5,47%,5705
A2G88FZ2,9KMMIE6HLQ,2016-11-27,2016-12-02,Standard Class,Q3VJLX,408-3137526-3167563,1259.64,392,1,12%,-867.64
A3F09DFG,CB2TWSC9J9,2016-01-02,2016-01-09,Standard Class,1YCHXD,403-9412025-7537140,944.73,8139,18,20%,7194.27
A4VLEEX2,LN65P1VJCA,2017-12-11,2017-12-17,Standard Class,09NQQ6,402-1752649-2274748,228.9,4453,7,21%,4224.1
A55JIWKE,ZV32ZS8A8U,2016-10-03,2016-10-06,Second Class,W7N71O,403-3896686-3972343,719.76,4804,9,33%,4084.24
A5D8DWGA,O4SE6QCTN2,2017-10-13,2017-10-19,Standard Class,X5YIO3,403-6442534-2769112,646.8,1234,9,32%,587.2
A5MSOXMT,HEQW1SASDK,2017-07-16,2017-07-21,Standard Class,NU87XW,403-7294367-8346767,2159.73,1534,10,10%,-625.73
A5UCUSII,YN25DNJARI,2018-03-20,2018-03-25,Second Class,ZA45GC,408-7937211-8974712,43.65,6829,11,21%,6785.35
A89K49LU,PNU3LG1XJB,2017-11-03,2017-11-07,Standard Class,CB1TEV,402-5767256-6281114,132.3,5819,1,18%,5686.7
A8PSJDRQ,BJX7V0XW1W,2016-03-22,2016-03-26,Standard Class,YKWQI8,404-0553710-6997951,211.68,8529,9,20%,8317.32
A9LD4Y66,9MIM4D2V5B,2018-12-01,2018-12-07,Standard Class,DH0O2J,403-3561336-3563535,1379.85,6104,13,23%,4724.15
ABS2J8TC,DP067N07M0,2017-12-15,2017-12-19,Standard Class,DTJLMO,408-3749874-2210712,4445.55,6066,18,32%,1620.45
AD99ATZ4,HDIZFB1RGM,2017-10-28,2017-11-03,Standard Class,RB7JAA,406-6586654-6641140,214.2,5710,19,38%,5495.8
AI8MKN76,V0LQACB7CQ,2018-06-03,2018-06-07,Standard Class,Q24CUU,405-6880044-2861120,527.52,5474,2,11%,4946.48
AIBB5IDL,22SRSMZR7C,2017-09-05,2017-09-07,Second Class,KK9JFY,408-6732772-4525113,2924.1,7766,19,10%,4841.9
AJRB1B5X,MPZCJ7C3C0,2018-06-15,2018-06-19,Standard Class,G116L3,404-8745561-3169903,719.64,4068,16,42%,3348.36
AKMCAC4C,0NA33BP1Z4,2016-09-18,2016-09-22,Second Class,JX4AU8,402-7676083-2016323,109.5,5796,12,18%,5686.5
AM91GMP5,YKXM7MUZGN,2016-11-27,2016-12-01,Standard Class,F4EB0A,171-1148440-5117161,93.6,6318,14,27%,6224.4
AMPFY2C7,J797A8O64O,2018-11-11,2018-11-13,First Class,47KQMW,404-4771108-9660348,275.04,1230,3,15%,954.96
ANORRHC6,98CD6ZA6O7,2018-04-03,2018-04-07,Standard Class,1YD40Q,406-9957971-2569147,382.08,7309,1,7%,6926.92
AO1NQ58B,9HJ3AI4VVG,2018-11-24,2018-11-28,Standard Class,DMYKDG,404-0489249-5004350,162.36,7285,12,46%,7122.64
AR0I7N7M,7FXF3T25LC,2016-09-25,2016-09-30,Standard Class,XL080C,402-3384087-4005164,15669.45,2146,19,12%,-13523.45
ARLN32U7,0V75B1I6CC,2015-12-05,2015-12-10,Standard Class,31GH0W,405-8387725-2971512,2519.52,9459,1,8%,6939.48
ARNMTX1U,OPNFTHFPIN,2015-01-13,2015-01-15,Second Class,0GN3ZV,403-9533906-1728355,764.1,1508,14,14%,743.9
ARSTMWMB,OY6W0OVDXG,2018-03-18,2018-03-23,Standard Class,QIH4Z0,404-8711304-7038702,2744.91,2537,11,16%,-207.91
AVR52LOD,A8TTMBJ2H8,2018-10-02,2018-10-06,Standard Class,0HRGDV,402-0229417-2609936,854.7,9525,18,5%,8670.3
AWWUGX11,39HJKIWH30,2017-06-12,2017-06-15,First Class,GGEOZG,406-8961316-8137943,1725.3,6694,16,49%,4968.7
AXYP4AT7,HWHLFCCX2U,2017-04-01,2017-04-03,Second Class,F0HV6N,406-0673842-3693910,147.6,1938,2,26%,1790.4
B7V7X2LN,YM6GTPWBGI,2017-09-05,2017-09-07,Second Class,AVOOT1,407-0288006-5535531,3644.1,9030,9,37%,5385.9
B8497L82,5EFOMH6YIN,2017-04-10,2017-04-12,First Class,54W176,403-0373263-7181928,133.56,1610,19,49%,1476.44
B8NENQ1K,L01EEM9A7T,2017-01-05,2017-01-07,Second Class,6KRGTO,402-9024954-3597923,887.76,6858,9,10%,5970.24
B951RZQ2,RSBOIJ8OY2,2016-12-09,2016-12-12,First Class,151IMR,403-3794902-2627533,510.3,5826,13,34%,5315.7
BABDWH64,U5ZVIXT5XQ,2017-06-17,2017-06-18,First Class,1SWZUA,171-2592464-6846743,727.2,2351,2,28%,1623.8
BBZXDP88,8Z7JQP9OSA,2017-09-08,2017-09-10,Second Class,BKCPP6,b5020c26-5bc3-4ae7-ab2c-848726df0fcf,1967.04,2220,13,10%,252.96
BC3KJB5E,AQE93N8T98,2018-01-30,2018-02-05,Standard Class,MHCX8Q,404-0867714-0772302,604.5,1234,8,37%,629.5
BD2E1JYO,HDGLV1QLA4,2017-06-04,2017-06-09,Second Class,0VHF0F,407-5766340-7411567,2658.375,429,12,14%,-2229.375
BG4K2LZB,WUQ4OI98RU,2018-09-03,2018-09-07,Standard Class,T68KBT,402-5903377-6817119,366.72,1963,3,24%,1596.28
BJR2KTMM,OTHS0139N2,2017-08-27,2017-09-01,Standard Class,XKFDDA,402-8291421-3780342,52.92,6775,19,44%,6722.08
BKKNKDF3,BA5Y8S1KTV,2017-08-27,2017-09-01,Standard Class,4O99N1,407-4549939-3485945,827.52,7118,6,12%,6290.48
BKM34U23,G7EA3N8L33,2017-04-22,2017-04-29,Standard Class,FD6HYV,408-0266080-9401113,1174.08,2981,18,22%,1806.92
BNGERU73,4RQDU6VQ50,2016-12-27,2016-12-31,Standard Class,EMKYGB,405-2266530-9531500,1581.3,2151,12,49%,569.7
BO43U3PT,WE85R9O7RR,2018-06-16,2018-06-21,Second Class,IH5LCE,aaae88de-effb-4b43-bf49-94fe7906dfc9,989.85,5317,9,47%,4327.15
BPB75N39,2C1PIJ1N2Y,2016-11-24,2016-11-30,Standard Class,OCGQN1,171-4137548-0481151,1196.4,7112,18,12%,5915.6
BQ4EJGYN,UYUJK56WY7,2018-06-10,2018-06-13,First Class,D75XQ0,402-9688522-2179563,4199.4,4820,12,16%,620.6
BQE4QBCK,B417UYU2SU,2016-01-31,2016-02-05,Second Class,VUHCQ3,405-1879750-2639521,194.4,6621,5,1%,6426.6
BQLVW5F7,83HWWYH83N,2015-10-06,2015-10-10,Standard Class,X3GRG1,171-7904830-1900363,136.35,9140,9,24%,9003.65
BRBSJ59L,MP6SCTF1FS,2018-10-01,2018-10-08,Standard Class,R41CUK,171-4549643-0067500,100.08,4624,11,31%,4523.92
BRMNBFBE,WMQ21W6JML,2017-11-04,2017-11-04,Same Day,7934GM,406-6474243-1265115,161.1,322,8,9%,160.9
BT0AR0AO,MWKXI05ODY,2018-12-11,2018-12-15,Standard Class,4L7DDT,405-5166820-2566738,350.4,7133,11,15%,6782.6
BTBG76K7,8MAC655LQ7,2015-04-29,2015-05-04,Standard Class,M0AJKL,408-6862949-2369917,261.9,1714,8,15%,1452.1
BTKEFCOD,2VUFFPQ2AL,2018-10-01,2018-10-08,Standard Class,W0609X,402-1220435-6391519,6767.28,2073,10,12%,-4694.28
BV9CEIR9,PY2Y32R9GS,2017-09-26,2017-10-01,Standard Class,HPXISC,407-7757868-6086759,11213.37,6129,13,4%,-5084.37
BX0Q3A1J,NLRCT157OH,2015-09-13,2015-09-16,First Class,GJV3DF,95a079c3-9dfb-4a7a-941b-7f6740090256,3780,3578,11,40%,-202
BXRLDJKC,RYL32L7U8S,2018-06-16,2018-06-20,Standard Class,P050VW,171-1584788-8864335,210.24,5340,17,28%,5129.76
BZ2NFFNZ,V79K2T3TM7,2016-06-26,2016-06-29,Second Class,HRONWT,406-2942566-8263534,628.5,5003,17,40%,4374.5
BZF310UP,3KXHCQQXJE,2017-06-04,2017-06-09,Second Class,PJ0JYH,407-2307966-4961113,388.8,533,5,41%,144.2
BZUNEOD2,8OKLQE0WCC,2016-09-03,2016-09-07,Standard Class,RGWREC,403-3362230-0094739,9993.72,9298,10,16%,-695.720000000001
C0PLZTG6,XUZ70BLUAZ,2016-10-05,2016-10-09,Standard Class,WT9J5I,404-0691443-7069131,693,8051,2,23%,7358
C1X8PD6D,M78AELAOQG,2015-09-08,2015-09-12,Standard Class,1KD3S9,791ff735-8e52-494a-82c1-3b6afc31c557,26100.9,2382,8,25%,-23718.9
C2453GUE,LORUOXVVK4,2015-01-04,2015-01-08,Standard Class,DHPV35,171-2497796-8649164,53.1,2810,13,36%,2756.9
C2SHE07C,LSV9BF1X5N,2017-11-16,2017-11-20,Standard Class,PM88IK,402-0048138-1845122,426,5349,17,43%,4923
C725QINT,G5DZ1WVC17,2015-11-04,2015-11-09,Standard Class,2C4EEV,171-8027093-8553945,4139.1,5996,15,42%,1856.9
C7W1LHUT,M0RM4KSF0S,2015-06-09,2015-06-13,Second Class,6FAE1G,408-8960391-6097167,959.76,8988,18,19%,8028.24
C9HZ6GIG,W1FSP9GJO4,2018-11-30,2018-12-02,Second Class,LVLJD6,404-4807357-2693108,18643.5,3187,17,8%,-15456.5
C9JSKU63,MGTQ9YKWNM,2018-06-09,2018-06-13,Standard Class,L8W913,408-6114783-6199528,359.64,9214,9,25%,8854.36
CAAB2CYP,RS5OBUK1HX,2018-09-18,2018-09-22,Standard Class,LR8HGZ,171-3669717-3172330,340.8,7111,5,14%,6770.2
CAJ1S7M2,FDA7Z5H19U,2016-04-28,2016-05-05,Standard Class,B24Q7A,405-9442254-2207515,129.78,3056,16,26%,2926.22
CC6AK40H,QKVY9PJJ7A,2017-09-06,2017-09-11,Standard Class,7Q6X8Q,402-8519791-3706738,1168.2,7416,11,25%,6247.8
CD9ALSMC,0VZUTYVN78,2018-06-30,2018-07-05,Standard Class,PQGUDG,405-2569549-3466719,1136.88,836,18,39%,-300.88
CE7PGRDN,G7YJA54Z5A,2018-09-25,2018-10-01,Standard Class,BYLJSO,406-3397500-8084361,7329.69,2067,7,15%,-5262.69
CEOPW34R,19VCAT6S8V,2018-03-17,2018-03-21,Second Class,GR823O,403-9336057-8075519,261.84,6843,12,37%,6581.16
CFARQKA2,TKDU76IAN6,2015-06-15,2015-06-21,Standard Class,OIPRW0,408-9259634-7565152,128.52,9140,1,22%,9011.48
CGLB2LYR,0W5HS72LEY,2015-03-15,2015-03-19,Standard Class,W4HU2E,408-5685967-2798764,108.27,9069,2,36%,8960.73
CGRM6BU1,X1B1LL6NJ2,2017-02-19,2017-02-24,Standard Class,VXU00J,403-7086967-7558701,3644.1,9239,14,5%,5594.9
CHE13HPN,PW7QZSX1ZW,2015-08-03,2015-08-08,Standard Class,D1M7C9,171-5927080-9153924,599.4,4097,14,27%,3497.6
